ts_id,date,total,State,Gender,Legal,Indigenous
1,2005-03-31,0,ACT,Female,Remanded,ATSI
1,2005-06-30,1,ACT,Female,Remanded,ATSI
1,2005-09-30,0,ACT,Female,Remanded,ATSI
1,2005-12-31,0,ACT,Female,Remanded,ATSI
1,2006-03-31,1,ACT,Female,Remanded,ATSI
1,2006-06-30,1,ACT,Female,Remanded,ATSI
1,2006-09-30,1,ACT,Female,Remanded,ATSI
1,2006-12-31,0,ACT,Female,Remanded,ATSI
1,2007-03-31,0,ACT,Female,Remanded,ATSI
1,2007-06-30,1,ACT,Female,Remanded,ATSI
1,2007-09-30,1,ACT,Female,Remanded,ATSI
1,2007-12-31,1,ACT,Female,Remanded,ATSI
1,2008-03-31,2,ACT,Female,Remanded,ATSI
1,2008-06-30,2,ACT,Female,Remanded,ATSI
1,2008-09-30,3,ACT,Female,Remanded,ATSI
1,2008-12-31,2,ACT,Female,Remanded,ATSI
1,2009-03-31,2,ACT,Female,Remanded,ATSI
1,2009-06-30,3,ACT,Female,Remanded,ATSI
1,2009-09-30,0,ACT,Female,Remanded,ATSI
1,2009-12-31,1,ACT,Female,Remanded,ATSI
1,2010-03-31,2,ACT,Female,Remanded,ATSI
1,2010-06-30,1,ACT,Female,Remanded,ATSI
1,2010-09-30,1,ACT,Female,Remanded,ATSI
1,2010-12-31,1,ACT,Female,Remanded,ATSI
1,2011-03-31,2,ACT,Female,Remanded,ATSI
1,2011-06-30,1,ACT,Female,Remanded,ATSI
1,2011-09-30,2,ACT,Female,Remanded,ATSI
1,2011-12-31,1,ACT,Female,Remanded,ATSI
1,2012-03-31,1,ACT,Female,Remanded,ATSI
1,2012-06-30,0,ACT,Female,Remanded,ATSI
1,2012-09-30,0,ACT,Female,Remanded,ATSI
1,2012-12-31,1,ACT,Female,Remanded,ATSI
1,2013-03-31,0,ACT,Female,Remanded,ATSI
1,2013-06-30,1,ACT,Female,Remanded,ATSI
1,2013-09-30,1,ACT,Female,Remanded,ATSI
1,2013-12-31,2,ACT,Female,Remanded,ATSI
1,2014-03-31,1,ACT,Female,Remanded,ATSI
1,2014-06-30,1,ACT,Female,Remanded,ATSI
1,2014-09-30,1,ACT,Female,Remanded,ATSI
1,2014-12-31,1,ACT,Female,Remanded,ATSI
1,2015-03-31,1,ACT,Female,Remanded,ATSI
1,2015-06-30,2,ACT,Female,Remanded,ATSI
1,2015-09-30,1,ACT,Female,Remanded,ATSI
1,2015-12-31,4,ACT,Female,Remanded,ATSI
1,2016-03-31,4,ACT,Female,Remanded,ATSI
1,2016-06-30,4,ACT,Female,Remanded,ATSI
1,2016-09-30,5,ACT,Female,Remanded,ATSI
1,2016-12-31,4,ACT,Female,Remanded,ATSI
2,2005-03-31,2,ACT,Female,Remanded,Non-ATSI
2,2005-06-30,3,ACT,Female,Remanded,Non-ATSI
2,2005-09-30,1,ACT,Female,Remanded,Non-ATSI
2,2005-12-31,4,ACT,Female,Remanded,Non-ATSI
2,2006-03-31,3,ACT,Female,Remanded,Non-ATSI
2,2006-06-30,5,ACT,Female,Remanded,Non-ATSI
2,2006-09-30,8,ACT,Female,Remanded,Non-ATSI
2,2006-12-31,6,ACT,Female,Remanded,Non-ATSI
2,2007-03-31,4,ACT,Female,Remanded,Non-ATSI
2,2007-06-30,3,ACT,Female,Remanded,Non-ATSI
2,2007-09-30,4,ACT,Female,Remanded,Non-ATSI
2,2007-12-31,4,ACT,Female,Remanded,Non-ATSI
2,2008-03-31,8,ACT,Female,Remanded,Non-ATSI
2,2008-06-30,5,ACT,Female,Remanded,Non-ATSI
2,2008-09-30,6,ACT,Female,Remanded,Non-ATSI
2,2008-12-31,7,ACT,Female,Remanded,Non-ATSI
2,2009-03-31,8,ACT,Female,Remanded,Non-ATSI
2,2009-06-30,4,ACT,Female,Remanded,Non-ATSI
2,2009-09-30,3,ACT,Female,Remanded,Non-ATSI
2,2009-12-31,6,ACT,Female,Remanded,Non-ATSI
2,2010-03-31,5,ACT,Female,Remanded,Non-ATSI
2,2010-06-30,10,ACT,Female,Remanded,Non-ATSI
2,2010-09-30,8,ACT,Female,Remanded,Non-ATSI
2,2010-12-31,6,ACT,Female,Remanded,Non-ATSI
2,2011-03-31,6,ACT,Female,Remanded,Non-ATSI
2,2011-06-30,4,ACT,Female,Remanded,Non-ATSI
2,2011-09-30,5,ACT,Female,Remanded,Non-ATSI
2,2011-12-31,3,ACT,Female,Remanded,Non-ATSI
2,2012-03-31,3,ACT,Female,Remanded,Non-ATSI
2,2012-06-30,3,ACT,Female,Remanded,Non-ATSI
2,2012-09-30,3,ACT,Female,Remanded,Non-ATSI
2,2012-12-31,3,ACT,Female,Remanded,Non-ATSI
2,2013-03-31,4,ACT,Female,Remanded,Non-ATSI
2,2013-06-30,4,ACT,Female,Remanded,Non-ATSI
2,2013-09-30,3,ACT,Female,Remanded,Non-ATSI
2,2013-12-31,4,ACT,Female,Remanded,Non-ATSI
2,2014-03-31,4,ACT,Female,Remanded,Non-ATSI
2,2014-06-30,4,ACT,Female,Remanded,Non-ATSI
2,2014-09-30,4,ACT,Female,Remanded,Non-ATSI
2,2014-12-31,4,ACT,Female,Remanded,Non-ATSI
2,2015-03-31,6,ACT,Female,Remanded,Non-ATSI
2,2015-06-30,6,ACT,Female,Remanded,Non-ATSI
2,2015-09-30,5,ACT,Female,Remanded,Non-ATSI
2,2015-12-31,7,ACT,Female,Remanded,Non-ATSI
2,2016-03-31,9,ACT,Female,Remanded,Non-ATSI
2,2016-06-30,7,ACT,Female,Remanded,Non-ATSI
2,2016-09-30,6,ACT,Female,Remanded,Non-ATSI
2,2016-12-31,8,ACT,Female,Remanded,Non-ATSI
3,2005-03-31,0,ACT,Female,Sentenced,ATSI
3,2005-06-30,0,ACT,Female,Sentenced,ATSI
3,2005-09-30,0,ACT,Female,Sentenced,ATSI
3,2005-12-31,0,ACT,Female,Sentenced,ATSI
3,2006-03-31,0,ACT,Female,Sentenced,ATSI
3,2006-06-30,0,ACT,Female,Sentenced,ATSI
3,2006-09-30,0,ACT,Female,Sentenced,ATSI
3,2006-12-31,1,ACT,Female,Sentenced,ATSI
3,2007-03-31,0,ACT,Female,Sentenced,ATSI
3,2007-06-30,0,ACT,Female,Sentenced,ATSI
3,2007-09-30,0,ACT,Female,Sentenced,ATSI
3,2007-12-31,0,ACT,Female,Sentenced,ATSI
3,2008-03-31,1,ACT,Female,Sentenced,ATSI
3,2008-06-30,1,ACT,Female,Sentenced,ATSI
3,2008-09-30,0,ACT,Female,Sentenced,ATSI
3,2008-12-31,1,ACT,Female,Sentenced,ATSI
3,2009-03-31,1,ACT,Female,Sentenced,ATSI
3,2009-06-30,2,ACT,Female,Sentenced,ATSI
3,2009-09-30,2,ACT,Female,Sentenced,ATSI
3,2009-12-31,0,ACT,Female,Sentenced,ATSI
3,2010-03-31,0,ACT,Female,Sentenced,ATSI
3,2010-06-30,1,ACT,Female,Sentenced,ATSI
3,2010-09-30,1,ACT,Female,Sentenced,ATSI
3,2010-12-31,0,ACT,Female,Sentenced,ATSI
3,2011-03-31,1,ACT,Female,Sentenced,ATSI
3,2011-06-30,2,ACT,Female,Sentenced,ATSI
3,2011-09-30,2,ACT,Female,Sentenced,ATSI
3,2011-12-31,0,ACT,Female,Sentenced,ATSI
3,2012-03-31,0,ACT,Female,Sentenced,ATSI
3,2012-06-30,2,ACT,Female,Sentenced,ATSI
3,2012-09-30,2,ACT,Female,Sentenced,ATSI
3,2012-12-31,2,ACT,Female,Sentenced,ATSI
3,2013-03-31,0,ACT,Female,Sentenced,ATSI
3,2013-06-30,1,ACT,Female,Sentenced,ATSI
3,2013-09-30,2,ACT,Female,Sentenced,ATSI
3,2013-12-31,0,ACT,Female,Sentenced,ATSI
3,2014-03-31,0,ACT,Female,Sentenced,ATSI
3,2014-06-30,3,ACT,Female,Sentenced,ATSI
3,2014-09-30,3,ACT,Female,Sentenced,ATSI
3,2014-12-31,3,ACT,Female,Sentenced,ATSI
3,2015-03-31,1,ACT,Female,Sentenced,ATSI
3,2015-06-30,1,ACT,Female,Sentenced,ATSI
3,2015-09-30,2,ACT,Female,Sentenced,ATSI
3,2015-12-31,2,ACT,Female,Sentenced,ATSI
3,2016-03-31,5,ACT,Female,Sentenced,ATSI
3,2016-06-30,5,ACT,Female,Sentenced,ATSI
3,2016-09-30,5,ACT,Female,Sentenced,ATSI
3,2016-12-31,5,ACT,Female,Sentenced,ATSI
4,2005-03-31,5,ACT,Female,Sentenced,Non-ATSI
4,2005-06-30,6,ACT,Female,Sentenced,Non-ATSI
4,2005-09-30,5,ACT,Female,Sentenced,Non-ATSI
4,2005-12-31,8,ACT,Female,Sentenced,Non-ATSI
4,2006-03-31,9,ACT,Female,Sentenced,Non-ATSI
4,2006-06-30,9,ACT,Female,Sentenced,Non-ATSI
4,2006-09-30,4,ACT,Female,Sentenced,Non-ATSI
4,2006-12-31,5,ACT,Female,Sentenced,Non-ATSI
4,2007-03-31,5,ACT,Female,Sentenced,Non-ATSI
4,2007-06-30,4,ACT,Female,Sentenced,Non-ATSI
4,2007-09-30,6,ACT,Female,Sentenced,Non-ATSI
4,2007-12-31,7,ACT,Female,Sentenced,Non-ATSI
4,2008-03-31,8,ACT,Female,Sentenced,Non-ATSI
4,2008-06-30,7,ACT,Female,Sentenced,Non-ATSI
4,2008-09-30,3,ACT,Female,Sentenced,Non-ATSI
4,2008-12-31,4,ACT,Female,Sentenced,Non-ATSI
4,2009-03-31,2,ACT,Female,Sentenced,Non-ATSI
4,2009-06-30,9,ACT,Female,Sentenced,Non-ATSI
4,2009-09-30,9,ACT,Female,Sentenced,Non-ATSI
4,2009-12-31,6,ACT,Female,Sentenced,Non-ATSI
4,2010-03-31,6,ACT,Female,Sentenced,Non-ATSI
4,2010-06-30,7,ACT,Female,Sentenced,Non-ATSI
4,2010-09-30,4,ACT,Female,Sentenced,Non-ATSI
4,2010-12-31,5,ACT,Female,Sentenced,Non-ATSI
4,2011-03-31,6,ACT,Female,Sentenced,Non-ATSI
4,2011-06-30,7,ACT,Female,Sentenced,Non-ATSI
4,2011-09-30,4,ACT,Female,Sentenced,Non-ATSI
4,2011-12-31,3,ACT,Female,Sentenced,Non-ATSI
4,2012-03-31,6,ACT,Female,Sentenced,Non-ATSI
4,2012-06-30,6,ACT,Female,Sentenced,Non-ATSI
4,2012-09-30,9,ACT,Female,Sentenced,Non-ATSI
4,2012-12-31,9,ACT,Female,Sentenced,Non-ATSI
4,2013-03-31,8,ACT,Female,Sentenced,Non-ATSI
4,2013-06-30,6,ACT,Female,Sentenced,Non-ATSI
4,2013-09-30,8,ACT,Female,Sentenced,Non-ATSI
4,2013-12-31,11,ACT,Female,Sentenced,Non-ATSI
4,2014-03-31,9,ACT,Female,Sentenced,Non-ATSI
4,2014-06-30,12,ACT,Female,Sentenced,Non-ATSI
4,2014-09-30,10,ACT,Female,Sentenced,Non-ATSI
4,2014-12-31,8,ACT,Female,Sentenced,Non-ATSI
4,2015-03-31,13,ACT,Female,Sentenced,Non-ATSI
4,2015-06-30,11,ACT,Female,Sentenced,Non-ATSI
4,2015-09-30,9,ACT,Female,Sentenced,Non-ATSI
4,2015-12-31,6,ACT,Female,Sentenced,Non-ATSI
4,2016-03-31,8,ACT,Female,Sentenced,Non-ATSI
4,2016-06-30,11,ACT,Female,Sentenced,Non-ATSI
4,2016-09-30,12,ACT,Female,Sentenced,Non-ATSI
4,2016-12-31,9,ACT,Female,Sentenced,Non-ATSI
5,2005-03-31,7,ACT,Male,Remanded,ATSI
5,2005-06-30,7,ACT,Male,Remanded,ATSI
5,2005-09-30,9,ACT,Male,Remanded,ATSI
5,2005-12-31,9,ACT,Male,Remanded,ATSI
5,2006-03-31,12,ACT,Male,Remanded,ATSI
5,2006-06-30,9,ACT,Male,Remanded,ATSI
5,2006-09-30,8,ACT,Male,Remanded,ATSI
5,2006-12-31,7,ACT,Male,Remanded,ATSI
5,2007-03-31,6,ACT,Male,Remanded,ATSI
5,2007-06-30,11,ACT,Male,Remanded,ATSI
5,2007-09-30,7,ACT,Male,Remanded,ATSI
5,2007-12-31,7,ACT,Male,Remanded,ATSI
5,2008-03-31,10,ACT,Male,Remanded,ATSI
5,2008-06-30,12,ACT,Male,Remanded,ATSI
5,2008-09-30,12,ACT,Male,Remanded,ATSI
5,2008-12-31,14,ACT,Male,Remanded,ATSI
5,2009-03-31,17,ACT,Male,Remanded,ATSI
5,2009-06-30,12,ACT,Male,Remanded,ATSI
5,2009-09-30,11,ACT,Male,Remanded,ATSI
5,2009-12-31,14,ACT,Male,Remanded,ATSI
5,2010-03-31,17,ACT,Male,Remanded,ATSI
5,2010-06-30,16,ACT,Male,Remanded,ATSI
5,2010-09-30,19,ACT,Male,Remanded,ATSI
5,2010-12-31,18,ACT,Male,Remanded,ATSI
5,2011-03-31,18,ACT,Male,Remanded,ATSI
5,2011-06-30,18,ACT,Male,Remanded,ATSI
5,2011-09-30,13,ACT,Male,Remanded,ATSI
5,2011-12-31,14,ACT,Male,Remanded,ATSI
5,2012-03-31,19,ACT,Male,Remanded,ATSI
5,2012-06-30,17,ACT,Male,Remanded,ATSI
5,2012-09-30,20,ACT,Male,Remanded,ATSI
5,2012-12-31,15,ACT,Male,Remanded,ATSI
5,2013-03-31,17,ACT,Male,Remanded,ATSI
5,2013-06-30,21,ACT,Male,Remanded,ATSI
5,2013-09-30,21,ACT,Male,Remanded,ATSI
5,2013-12-31,17,ACT,Male,Remanded,ATSI
5,2014-03-31,15,ACT,Male,Remanded,ATSI
5,2014-06-30,15,ACT,Male,Remanded,ATSI
5,2014-09-30,12,ACT,Male,Remanded,ATSI
5,2014-12-31,17,ACT,Male,Remanded,ATSI
5,2015-03-31,22,ACT,Male,Remanded,ATSI
5,2015-06-30,29,ACT,Male,Remanded,ATSI
5,2015-09-30,24,ACT,Male,Remanded,ATSI
5,2015-12-31,28,ACT,Male,Remanded,ATSI
5,2016-03-31,26,ACT,Male,Remanded,ATSI
5,2016-06-30,28,ACT,Male,Remanded,ATSI
5,2016-09-30,29,ACT,Male,Remanded,ATSI
5,2016-12-31,22,ACT,Male,Remanded,ATSI
6,2005-03-31,58,ACT,Male,Remanded,Non-ATSI
6,2005-06-30,59,ACT,Male,Remanded,Non-ATSI
6,2005-09-30,54,ACT,Male,Remanded,Non-ATSI
6,2005-12-31,54,ACT,Male,Remanded,Non-ATSI
6,2006-03-31,48,ACT,Male,Remanded,Non-ATSI
6,2006-06-30,56,ACT,Male,Remanded,Non-ATSI
6,2006-09-30,44,ACT,Male,Remanded,Non-ATSI
6,2006-12-31,51,ACT,Male,Remanded,Non-ATSI
6,2007-03-31,53,ACT,Male,Remanded,Non-ATSI
6,2007-06-30,48,ACT,Male,Remanded,Non-ATSI
6,2007-09-30,55,ACT,Male,Remanded,Non-ATSI
6,2007-12-31,61,ACT,Male,Remanded,Non-ATSI
6,2008-03-31,63,ACT,Male,Remanded,Non-ATSI
6,2008-06-30,67,ACT,Male,Remanded,Non-ATSI
6,2008-09-30,71,ACT,Male,Remanded,Non-ATSI
6,2008-12-31,84,ACT,Male,Remanded,Non-ATSI
6,2009-03-31,85,ACT,Male,Remanded,Non-ATSI
6,2009-06-30,52,ACT,Male,Remanded,Non-ATSI
6,2009-09-30,45,ACT,Male,Remanded,Non-ATSI
6,2009-12-31,52,ACT,Male,Remanded,Non-ATSI
6,2010-03-31,63,ACT,Male,Remanded,Non-ATSI
6,2010-06-30,65,ACT,Male,Remanded,Non-ATSI
6,2010-09-30,52,ACT,Male,Remanded,Non-ATSI
6,2010-12-31,55,ACT,Male,Remanded,Non-ATSI
6,2011-03-31,67,ACT,Male,Remanded,Non-ATSI
6,2011-06-30,69,ACT,Male,Remanded,Non-ATSI
6,2011-09-30,57,ACT,Male,Remanded,Non-ATSI
6,2011-12-31,60,ACT,Male,Remanded,Non-ATSI
6,2012-03-31,75,ACT,Male,Remanded,Non-ATSI
6,2012-06-30,75,ACT,Male,Remanded,Non-ATSI
6,2012-09-30,71,ACT,Male,Remanded,Non-ATSI
6,2012-12-31,71,ACT,Male,Remanded,Non-ATSI
6,2013-03-31,60,ACT,Male,Remanded,Non-ATSI
6,2013-06-30,54,ACT,Male,Remanded,Non-ATSI
6,2013-09-30,68,ACT,Male,Remanded,Non-ATSI
6,2013-12-31,58,ACT,Male,Remanded,Non-ATSI
6,2014-03-31,62,ACT,Male,Remanded,Non-ATSI
6,2014-06-30,77,ACT,Male,Remanded,Non-ATSI
6,2014-09-30,70,ACT,Male,Remanded,Non-ATSI
6,2014-12-31,71,ACT,Male,Remanded,Non-ATSI
6,2015-03-31,70,ACT,Male,Remanded,Non-ATSI
6,2015-06-30,84,ACT,Male,Remanded,Non-ATSI
6,2015-09-30,85,ACT,Male,Remanded,Non-ATSI
6,2015-12-31,88,ACT,Male,Remanded,Non-ATSI
6,2016-03-31,91,ACT,Male,Remanded,Non-ATSI
6,2016-06-30,99,ACT,Male,Remanded,Non-ATSI
6,2016-09-30,104,ACT,Male,Remanded,Non-ATSI
6,2016-12-31,121,ACT,Male,Remanded,Non-ATSI
7,2005-03-31,5,ACT,Male,Sentenced,ATSI
7,2005-06-30,3,ACT,Male,Sentenced,ATSI
7,2005-09-30,4,ACT,Male,Sentenced,ATSI
7,2005-12-31,3,ACT,Male,Sentenced,ATSI
7,2006-03-31,1,ACT,Male,Sentenced,ATSI
7,2006-06-30,9,ACT,Male,Sentenced,ATSI
7,2006-09-30,10,ACT,Male,Sentenced,ATSI
7,2006-12-31,17,ACT,Male,Sentenced,ATSI
7,2007-03-31,13,ACT,Male,Sentenced,ATSI
7,2007-06-30,9,ACT,Male,Sentenced,ATSI
7,2007-09-30,10,ACT,Male,Sentenced,ATSI
7,2007-12-31,10,ACT,Male,Sentenced,ATSI
7,2008-03-31,9,ACT,Male,Sentenced,ATSI
7,2008-06-30,8,ACT,Male,Sentenced,ATSI
7,2008-09-30,7,ACT,Male,Sentenced,ATSI
7,2008-12-31,9,ACT,Male,Sentenced,ATSI
7,2009-03-31,5,ACT,Male,Sentenced,ATSI
7,2009-06-30,9,ACT,Male,Sentenced,ATSI
7,2009-09-30,12,ACT,Male,Sentenced,ATSI
7,2009-12-31,10,ACT,Male,Sentenced,ATSI
7,2010-03-31,13,ACT,Male,Sentenced,ATSI
7,2010-06-30,17,ACT,Male,Sentenced,ATSI
7,2010-09-30,15,ACT,Male,Sentenced,ATSI
7,2010-12-31,17,ACT,Male,Sentenced,ATSI
7,2011-03-31,20,ACT,Male,Sentenced,ATSI
7,2011-06-30,14,ACT,Male,Sentenced,ATSI
7,2011-09-30,16,ACT,Male,Sentenced,ATSI
7,2011-12-31,17,ACT,Male,Sentenced,ATSI
7,2012-03-31,25,ACT,Male,Sentenced,ATSI
7,2012-06-30,28,ACT,Male,Sentenced,ATSI
7,2012-09-30,26,ACT,Male,Sentenced,ATSI
7,2012-12-31,29,ACT,Male,Sentenced,ATSI
7,2013-03-31,23,ACT,Male,Sentenced,ATSI
7,2013-06-30,27,ACT,Male,Sentenced,ATSI
7,2013-09-30,37,ACT,Male,Sentenced,ATSI
7,2013-12-31,39,ACT,Male,Sentenced,ATSI
7,2014-03-31,39,ACT,Male,Sentenced,ATSI
7,2014-06-30,38,ACT,Male,Sentenced,ATSI
7,2014-09-30,45,ACT,Male,Sentenced,ATSI
7,2014-12-31,44,ACT,Male,Sentenced,ATSI
7,2015-03-31,41,ACT,Male,Sentenced,ATSI
7,2015-06-30,44,ACT,Male,Sentenced,ATSI
7,2015-09-30,51,ACT,Male,Sentenced,ATSI
7,2015-12-31,54,ACT,Male,Sentenced,ATSI
7,2016-03-31,65,ACT,Male,Sentenced,ATSI
7,2016-06-30,60,ACT,Male,Sentenced,ATSI
7,2016-09-30,60,ACT,Male,Sentenced,ATSI
7,2016-12-31,58,ACT,Male,Sentenced,ATSI
8,2005-03-31,101,ACT,Male,Sentenced,Non-ATSI
8,2005-06-30,104,ACT,Male,Sentenced,Non-ATSI
8,2005-09-30,114,ACT,Male,Sentenced,Non-ATSI
8,2005-12-31,126,ACT,Male,Sentenced,Non-ATSI
8,2006-03-31,116,ACT,Male,Sentenced,Non-ATSI
8,2006-06-30,101,ACT,Male,Sentenced,Non-ATSI
8,2006-09-30,90,ACT,Male,Sentenced,Non-ATSI
8,2006-12-31,92,ACT,Male,Sentenced,Non-ATSI
8,2007-03-31,91,ACT,Male,Sentenced,Non-ATSI
8,2007-06-30,84,ACT,Male,Sentenced,Non-ATSI
8,2007-09-30,83,ACT,Male,Sentenced,Non-ATSI
8,2007-12-31,85,ACT,Male,Sentenced,Non-ATSI
8,2008-03-31,85,ACT,Male,Sentenced,Non-ATSI
8,2008-06-30,76,ACT,Male,Sentenced,Non-ATSI
8,2008-09-30,58,ACT,Male,Sentenced,Non-ATSI
8,2008-12-31,52,ACT,Male,Sentenced,Non-ATSI
8,2009-03-31,40,ACT,Male,Sentenced,Non-ATSI
8,2009-06-30,79,ACT,Male,Sentenced,Non-ATSI
8,2009-09-30,80,ACT,Male,Sentenced,Non-ATSI
8,2009-12-31,87,ACT,Male,Sentenced,Non-ATSI
8,2010-03-31,88,ACT,Male,Sentenced,Non-ATSI
8,2010-06-30,99,ACT,Male,Sentenced,Non-ATSI
8,2010-09-30,114,ACT,Male,Sentenced,Non-ATSI
8,2010-12-31,116,ACT,Male,Sentenced,Non-ATSI
8,2011-03-31,113,ACT,Male,Sentenced,Non-ATSI
8,2011-06-30,123,ACT,Male,Sentenced,Non-ATSI
8,2011-09-30,141,ACT,Male,Sentenced,Non-ATSI
8,2011-12-31,137,ACT,Male,Sentenced,Non-ATSI
8,2012-03-31,136,ACT,Male,Sentenced,Non-ATSI
8,2012-06-30,144,ACT,Male,Sentenced,Non-ATSI
8,2012-09-30,142,ACT,Male,Sentenced,Non-ATSI
8,2012-12-31,142,ACT,Male,Sentenced,Non-ATSI
8,2013-03-31,130,ACT,Male,Sentenced,Non-ATSI
8,2013-06-30,145,ACT,Male,Sentenced,Non-ATSI
8,2013-09-30,171,ACT,Male,Sentenced,Non-ATSI
8,2013-12-31,203,ACT,Male,Sentenced,Non-ATSI
8,2014-03-31,200,ACT,Male,Sentenced,Non-ATSI
8,2014-06-30,184,ACT,Male,Sentenced,Non-ATSI
8,2014-09-30,184,ACT,Male,Sentenced,Non-ATSI
8,2014-12-31,195,ACT,Male,Sentenced,Non-ATSI
8,2015-03-31,177,ACT,Male,Sentenced,Non-ATSI
8,2015-06-30,175,ACT,Male,Sentenced,Non-ATSI
8,2015-09-30,189,ACT,Male,Sentenced,Non-ATSI
8,2015-12-31,210,ACT,Male,Sentenced,Non-ATSI
8,2016-03-31,205,ACT,Male,Sentenced,Non-ATSI
8,2016-06-30,194,ACT,Male,Sentenced,Non-ATSI
8,2016-09-30,207,ACT,Male,Sentenced,Non-ATSI
